,emo,labels,sentiment,text,tweet_id,normalized_text
2771,,-1,,work from home pic twitter com hloiwumyz5,,work   home   twitter   hloiwumyz  
2772,,-1,,"hello people this ashsis
from kadapa plz cooperate our government
stay home save life thankyou ",,hello   peopl   ashsi   kadapa   cooper   govern   stay   home   save   life   thankyou  
2773,,-1,,dear sir need your help from ranchi please refer the attachment this serious issue the situation people facing covid19 home with entire country lockdown and some people cheating and looting innocent people make huge money please help pic twitter com qc8zxz8i2y,,dear   need   help   ranchi   pleas   refer   attach   seriou   issu   situat   peopl   face   covid   home   entir   countri   lockdown   peopl   cheat   loot   innoc   peopl   make   huge   money   pleas   help   twitter   qczxziy  
2774,,-1,,safe your home safe from covid ♥️♥️♥️ – gaighat,,safe   home   safe   covid   gaighat  
2775,,-1,,"stay safe stay happy stay home
protect from corona viruse",,stay   safe   stay   happi   stay   home   protect   corona   virus  
2776,,-1,,"fasting4 look further
the much loved tamarind glazed meatball recipe from now urs make home almost balls festive treat with comforting heft html … pic twitter com zjzwwmkytp",,fast   look   much   love   tamarind   glaze   meatbal   recip   ur   make   home   almost   ball   festiv   treat   fort   heft   html   twitter   zjzwwmkytp  
2777,,-1,,vadodara was experience super fun show with story about the show tell that the next post stay tuned ❤ this post about show from our gujarat tour nov dec home now quarantine and suggesting the same all stay safe folks pic twitter com yfg5vaxpk7,,vadodara   experi   super   show   stori   show   tell   next   post   stay   tune   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   yfgvaxpk  
2778,,-1,,vadodara was experience super fun show with story about the show tell that the next post stay tuned ❤ this post about show from our gujarat tour nov dec home now quarantine and suggesting the same all stay safe folks pic twitter com ruzgthauue,,vadodara   experi   super   show   stori   show   tell   next   post   stay   tune   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   ruzgthauu  
2779,,-1,,stay home stay safe from covid may allah protect ,,stay   home   stay   safe   covid   allah   protect  
2780,,-1,,learning number “two” from staying home the dialogue “subah kaam bola tha” valid for that 100th task ,,learn   number   stay   home   dialogu   subah   kaam   bola   valid   th   task  
2781,,-1,,"from tomorrow stay home watch these shows for timepass are feeling bored remember those good times
hope recover soon from thanks for this pic twitter com kgoucdb7hw",,tomorrow   stay   home   watch   show   timepass   feel   bore   rememb   good   time   hope   recov   soon   thank   twitter   kgoucdbhw  
2782,,-1,,stay home plz all take out ownsefl and others from this critical condition stop the spreading covid pic twitter com phrcyqewsc,,stay   home   take   ownsefl   other   critic   condit   stop   spread   covid   twitter   phrcyqewsc  
2783,,-1,,from our home here the middle east are immensely proud the work that you and your colleagues are doing the nhs when this over there warm welcome tea and jaffacakes awaiting any nhs team member here the sunshine ,,home   middl   east   immens   proud   work   colleagu   nh   warm   wel   jaffacak   await   nh   team   member   sunshin  
2784,,-1,,work out from home pic twitter com fjglypptxp,,work   home   twitter   fjglypptxp  
2785,,-1,,dear sir your speech when you asked everyone stay home you were right however forgot distinguish that the essential supply workers need work our essential supply factories absolutely paralyzed due absence workers from workplace pls help,,dear   speech   ask   everyon   stay   home   right   howev   forgot   distuish   essenti   suppli   worker   need   work   essenti   suppli   factori   absolut   paralyz   absenc   worker   workplac   help  
2786,,-1,,everything not locked down sunrise love family kindness creativity learning conversation imagination reading relationship praying meditation sleeping work from home and hope are not locked down cherish what you have ,,everyth   lock   sunris   love   famili   kind   creativ   learn   convers   imagin   read   relationship   pray   medit   sleep   work   home   hope   lock   cherish  
2787,,-1,,"
next morning request raised engineer visited place but without getting corrected request got closed how and why now can you help need work from home
even your jiofi down now 8810554983 please guys help this difficult situation please ",,next   morn   request   rais   engin   visit   place   without   get   correct   request   close   help   need   work   home   even   jiofi   pleas   guy   help   difficult   situat   pleas  
2788,,-1,,for the first time history can save human race staying our homes have taken push ups challenge and further nominate the young brigade especially from home district rajouri hero against pic twitter com drjuwppumu,,first   time   histori   save   human   race   stay   home   taken   push   challeng   nomin   young   brigad   especi   home   district   rajouri   hero   twitter   drjuwppumu  
2789,,-1,,stay home days lockdown from days already over corona third stage process for week time any members family not taken any risk own home related house hold item with spending difficult days stop corana fight for every indian take serious way pic twitter com 7zidnchbwn,,stay   home   day   lockdown   day   alreadi   corona   third   stage   process   week   time   member   famili   taken   risk   home   relat   hous   hold   item   spend   difficult   day   stop   corana   fight   everi   indian   take   seriou      twitter   zidnchbwn  
2790,,-1,,back from singapore kerala ias officer anupam mishra wife jump home quarantine pic twitter com lisznjnjph,,back   sapor   kerala   offic   anupam   mishra   wife   jump   home   quarantin   twitter   lisznjnjph  
2791,,-1,,while most are spending their days lockdown stepping outside home strictly not advisable however sooner later some will have out get essential items from outside this for them pic twitter com zh4whs4xfu,,spend   day   lockdown   step   outsid   home   strictli   advis   howev   sooner   later   get   essenti   item   outsid   twitter   zhwhsxfu  
2792,,-1,,this adverse situation covid outbreak most are locked inside our home with ample amount food eat but there are many people who depend their daily wages earn their living almost people were suffering from hunger due lack food pic twitter com zk41xjo4mp,,advers   situat   covid   outbreak   lock   insid   home   ampl   amount   food   mani   peopl   depend   daili   wage   earn   live   almost   peopl   suffer   hunger   lack   food   twitter   zkxjomp  
2793,,-1,,work from home and earn 40k per month bolne wale sab kaha gaye  need number,,work   home   earn   k   month   boln   wale   kaha   gay   need   number  
2794,,-1,,day work from home plz pic twitter com unzhf4kru0,,work   home      twitter   unzhfkru  
2795,,-1,,work from home pic twitter com musrv6uyfm,,work   home   twitter   musrvuyfm  
2796,,-1,,aware from support home pic twitter com nffomtyrgn,,awar   support   home   twitter   nffomtyrgn  
2797,,-1,,dear sir name ritesh kumar used work sector and they shut their office and asked work pay and asked work from home but they won provide computer and don have unemployed now seeking for help,,dear   name   ritesh   kumar   use   work   sector   shut   offic   ask   work   ask   work   home   provid   put   unemploy   seek   help  
2798,,-1,,"
cleaning work done complain citizens ramanand duplex manjalpur vadodara ✌ pic twitter com 2itm6mnmc8 – manjalpur",,clean   work   done   plain   citizen   ramanand   duplex   manjalpur   vadodara   twitter   itmmnmc   manjalpur  
2799,,-1,,mobile data expense has increased the days since there nothing home netizens demand soft loans from government ,,mobil   data   expens   increas   day   sinc   noth   home   netizen   demand   soft   loan   govern  
2800,,-1,,sebi’ notification dated 24th march regarding opening mutual funds depositories amcs etc ill advised thousands employees will have come offices even though they can work from home need for review prune down the list ,,sebi   notif   date   th   march   regard   open   mutual   fund   depositori   amc   ill   advis   thousand   employe   e   offic   even   though   work   home   need   review   prune   list  
2801,,-1,,work from home pic twitter com tzclkf0lsa,,work   home   twitter   tzclkflsa  
2802,,-1,, work from home chest exercise with resistance band never give  … igshid 1jsvgblglr6j3 …,,work   home   chest   exercis   resist   band   never   give   igshid   jsvgblglrj  
2803,,-1,,psa and sincere request from the team garudaagni all stay home stay safe pullaingala … igshid xcr7egukx09s …,,sincer   request   team   garudaagni   stay   home   stay   safe   pullaala   igshid   xcregukx  
2804,,-1,,work from home pic twitter com ayrrvgljqf,,work   home   twitter   ayrrvgljqf  
2805,,-1,,celebrate this from your pic twitter com 3noc0ftpw2,,celebr   twitter   nocftpw  
2806,,-1,,work from home ั้่ pic twitter com 4bd7tplisz,,work   home   twitter   bdtplisz  
2807,,-1,,work from home ✌ pic twitter com cfigw53qwi,,work   home   twitter   cfigwqwi  
2808,,-1,,maintain social distance better give hugs  and kisses  from home  pic twitter com tmtk3byzjv – megapolis sangria towers,,maintain   social   distanc   better   give   hug   kiss   home   twitter   tmtkbyzjv   megapoli   sangria   tower  
2809,,-1,,protect yourself from save your home and your country too …,,protect   save   home   countri  
2810,,-1,, quarantine mode food  with the lockdown ensuring stay put for really long time there’ always this urge cook something interesting home made pani poori from scratch and turned out … igshid fhed9hwpra71 …,,quarantin   mode   food   lockdown   ensur   stay   realli   long   time   alway   urg   cook   someth   interest   home   made   pani   poori   scratch   turn   igshid   fhedhwpra  
2811,,-1,,plzz sir request you say whole country that they should give food the street animals least once day during lockdown time period this humble request you have money but collect food from home neighbour and give times day  pic twitter com g2ejkcyobi – bhubaneswar,,plzz   request   say   whole   countri   give   food   street   anim   least   lockdown   time   period   humbl   request   money   collect   food   home   neighbour   give   time      twitter   gejkcyobi   bhubaneswar  
2812,,-1,,there should preparation for long battle with coranavirus and should try work from home big way ,,prepar   long   battl   coranaviru   work   home   way  
2813,,-1,,work from home productivity ,,work   home   product  
2814,,-1,,dear sir kindly exempt ppe and other medical consumables required for the safety the front line healthcare workers and the indian population large from gst until the pandemic over people are hoarding and seeking then premiums already  ,,dear   kindli   exempt   medic   consum   requir   safeti   front   line   healthcar   worker   indian   popul   larg   pandem   peopl   hoard   seek   premium   alreadi  
2815,,-1,,power cut again sir why this frequent power cut this area almost everyday are working from home and our work hampered …,,power   frequent   power   area   almost   everyday   work   home   work   hamper  
2816,,-1,,training from home during the pic twitter com nd1kisavyz,,train   home      twitter   ndkisavyz  
2817,,-1,,work from home washim maharashtra pic twitter com mj65zuyfek,,work   home   washim   maharashtra   twitter   mjzuyfek  
2818,,-1,,are you doing your bit maintain social distancing say panic buying during this complete lockdown phase stay home stay safe from covid19 keep yourself engaged and savior stay alert stay safe … igshid w7o8crurf2ih …,,maintain   social   distanc   panic   buy   plet   lockdown   phase   stay   home   stay   safe   covid   keep   engag   savior   stay   alert   stay   safe   igshid   wocrurfih  
2819,,-1,,let our part india let stay home during this and save ourselves from the coronavirus  ,,part   india   stay   home   save   coronaviru  
2820,,-1,,cleaning everyday from last week our helpers are also humans yar how can tell them come work that’ not fair all helpers are their home they also need some safety,,clean   everyday   last   week   helper   also   human   tell   e   work   fair   helper   home   also   need   safeti  
2821,,-1,,work from home  pic twitter com hqv4497ecg,,work   home   twitter   hqvecg  
2822,,-1,,feels great knowing starting work from home however deep down fear for mom who medical worker  may allah keep her safe♥️ ,,feel   great   know   start   work   home   howev   deep   fear   mom   medic   worker   allah   keep   safe  
2823,,-1,,water getting logged civil lines posh area near amba nursing home from last and half year since namami gange work has been done this area ,,water   get   log   civil   line   posh   area   near   amba   nurs   home   last   half   year   sinc   namami   gang   work   done   area  
2824,,-1,,pro tip you working from home wear what you would ideally wear work sounds silly but makes much difference also days late doing myself ,,work   home   wear   would   ideal   wear   work   sound   silli   make   much   differ   also   day   late  
2825,,-1,,work from home special underwear pic twitter com lasxvwtzac,,work   home   special   underwear   twitter   lasxvwtzac  
2826,,-1,,our society our responsibility our area protect everyone from care for your family members stay home stay safe  pic twitter com xpmytzvmel,,societi   respons   area   protect   everyon   care   famili   member   stay   home   stay   safe   twitter   xpmytzvmel  
2827,,-1,,hahahaha after work from home ’ time for run home pic twitter com 7f23cdq3jp,,hahahaha   work   home   time   run   home   twitter   fcdqjp  
2828,,-1,,assisted neighbor pick his system from his folks turn helped his colleagues passing their systems them that they can work from home that how journos can offer jst some help for others stay home pic twitter com zarkfkezh9,,assist   neighbor   k   system   folk   turn   help   colleagu   pass   system   work   home   journo   offer   help   other   stay   home   twitter   zarkfkezh  
2829,,-1,,nadiad this tier town gave one biggest and most responsive audience the tour much love ❤ this post about show from our gujarat tour nov dec 2019 are home now quarantine and suggesting the same all you stay safe folks pic twitter com f5qcdpih2t – nadiad,,nadiad   tier   town   gave   biggest   respons   audienc   tour   much   love   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   fqcdpiht   nadiad  
2830,,-1,,day sprout @ bopal ahmedabad gujrat igshid 1anuc8vmg6nge …,,sprout   bopal   ahmedabad   gujrat   igshid   anucvmgng  
2831,,-1,,nadiad this tier town gave one biggest and most responsive audience the tour much love ❤ this post about show from our gujarat tour nov dec 2019 are home now quarantine and suggesting the same all you stay safe folks pic twitter com 6xhdvjnwdx – nadiad,,nadiad   tier   town   gave   biggest   respons   audienc   tour   much   love   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   xhdvjnwdx   nadiad  
2832,,-1,,your home worth our work due the spread covid the world  all authorities across the world announced social distancing stay home stay safe stay work from home pic twitter com txfntfwbee,,home   worth   work   spread   covid   world   author   across   world   announc   social   distanc   stay   home   stay   safe   stay   work   home   twitter   txfntfwbee  
2833,,-1,,trying eat healthier amid coronavirus order delivery from 4squarescafe here you can enjoy this brocolli culliflower carrots and home made creamy sauce foursquarescafe pic twitter com l4yei9ffy1,,tri   healthier   amid   coronaviru   order   deliveri   squarescaf   enjoy   brocolli   culliflow   carrot   home   made   creami   sauc   foursquarescaf   twitter   lyeiffi  
2834,,-1,,"may god bless indians from coronavirus wrath stay home stay safe
jai hind ",,bless   indian   coronaviru   wrath   stay   home   stay   safe   hind  
2835,,-1,,private offixes salries nai rhay sir unapaid leaves per ghar byjh dety hain and work from home salary dety hain kindly some thing,,privat   offix   salri   rhay   unapaid   leaf   ghar   byjh   deti   hain   work   home   salari   deti   hain   kindli   th  
2836,,-1,,create and execute quarantine wing and send each home from villages cities besides all important places apply spray also supply potable spray apply …,,creat   execut   quarantin   w   send   home   villag   citi   besid   import   place   appli   spray   also   suppli   potabl   spray   appli  
2837,,-1,,would really helpful you guys can make your network strong hometown can continue work from home these unprecedented times location has been shared ,,would   realli   help   guy   make   network   strong   hometown   continu   work   home   unpreced   time   locat   share  
2838,,-1,,ooo fun challenge all working parents with kids post picture work from home with naughty ones tag other parents you know …,,challeng   work   parent   kid   post   tur   work   home   naughti   one   parent   know  
2839,,-1,,dear these times businesses functioning need urgent help company brings valuable part the outsourcing industry all our people work from home yet can not replace their faulty laptops please help tie with delivery,,dear   time   busi   function   need   urgent   help   pani   br   valuabl   part   outsourc   industri   peopl   work   home   replac   faulti   laptop   pleas   help   deliveri  
2840,,-1,,cultivation above the outside kitchen from scratch least enjoy something useful sitting home the coronavirus  situation @ oshirah igshid fkiac0zh987k …,,cultiv   outsid   kitchen   scratch   least   enjoy   someth   use   sit   home   coronaviru   situat   oshirah   igshid   fkiaczhk  
2841,,-1,,"know many you aren getting the paper home please check out our paper free link …
reporters photographers from bringing you the most credible news from the ground the time …",,know   mani   get   paper   home   pleas   check   paper   free   link   report   photograph   br   credibl   news   ground   time  
2842,,-1,,guys you are working from home possible add feature live code sharing among teammates that would awesome lockdown scenarios screen window sharing over teams good but takes lot bandwidth unnecessarily what say ,,guy   work   home   possibl   featur   live   code   share   among   teammat   would   awesom   lockdown   scenario   screen   window   share   team   good   take   bandwidth   unnecessarili   say  
2843,,-1,,stay home safe from corona pic twitter com bina3wji7n,,stay   home   safe   corona   twitter   binawjin  
2844,,-1,,want work from home join zoom call today ask how mesaage 8077526449 and get details pic twitter com qu1pjzwav5,,want   work   home   join   zoom   call   today   mesaag   get   detail   twitter   qupjzwav  
2845,,-1,,weekend time relax still home the lockdown this weekend only far from 00pm 00am during the day get out only for emergencies necessities hope you have… igshid 1ir2l9qseroj3 …,,weekend   time   relax   still   home   lockdown   weekend   pm   day   emerg   necess   hope   igshid   irlqseroj  
2846,,-1,,work from home pic twitter com tzldic4z7q,,work   home   twitter   tzldiczq  
2847,,-1,,very tiny yet killer called from family made family stay back home and start cooking our traditional food pic twitter com y3utopsge5,,tini   killer   call   famili   made   famili   stay   back   home   start   cook   tradit   food   twitter   yutopsg  
2848,,-1,,want tele tubbies mowglee old shows back best timepass which can done with work from home ,,want   tele   tubbi   mowgle   show   back   best   timepass   done   work   home  
2849,,-1,,work from home pic twitter com yjh25zsafk,,work   home   twitter   yjhzsafk  
2850,,-1,,while traveling back home from chandigarh got thermal screening places watch the whole vlog youtube channel ,,travel   back   home   chandigarh   thermal   screen   place   watch   whole   vlog   youtub   channel  
2851,,-1,,heavy rain city ludhiana stay home day start blessing showers god for better for make distance save you and family from corona virus social distansing pic twitter com 9s8uwyxvgi,,heavi   rain   citi   ludhiana   stay   home   start   bless   shower   better   make   distanc   save   famili   corona   viru   social   distans   twitter   suwyxvgi  
2852,,-1,,ujariyaon mosque had 30am broadcast request everyone stay home and offer namaaz for safety hindustan all citizens are saved from corona asked everyone stay home repeated thrice kudos ,,ujariyaon   mosqu   broadcast   request   everyon   stay   home   offer   namaaz   safeti   hindustan   citizen   save   corona   ask   everyon   stay   home   repeat   thrice   kudo  
2853,,-1,,jagdish photo shoot home pic twitter com wcrebagbbf,,jagdish   photo   shoot   home   twitter   wcrebagbbf  
2854,,-1,,"received this whatsapp from verified source you know any worker from bihar who stuck chandigarh any other state and unable get home please call these numbers 
18003456138
01123792009
01123013884
01123014326 ",,receiv   whatsapp   verifi   sourc   know   worker   bihar   stuck   chandigarh   state   unabl   home   pleas   call   number  
2855,,-1,,already have decided perform namaz jumma house sir all mosques are closed for public and announcements are made perform every namaz home may allah swt save and everyone from this ,,alreadi   decid   perform   namaz   jumma   hous   mosqu   close   public   announc   made   perform   everi   namaz   home   allah   save   everyon  
2856,,-1,,"
movie time ravataniki work from home  pic twitter com cljgzmalwd",,movi   time   ravataniki   work   home   twitter   cljgzmalwd  
2857,,-1,,how does hyper growth powered external factors look like for company super useful for you you help india work more productively from home …,,hyper   growth   power   extern   factor   look   like   pani   super   use   help   india   work   product   home  
2858,,-1,,dear all mrng pleasant day everyone not tense stay home stay safe enjoy work from home improve increase communications enjoy life convert problem opportunity think positively  balkrishna jade pic twitter com klourjohzu,,dear   mrng   pleasant   everyon   tens   stay   home   stay   safe   enjoy   work   home   improv   increas   mun   enjoy   life   convert   problem   opportun   think   posit   balkrishna   jade   twitter   klourjohzu  
2859,,-1,,urges all follow guidelines issued government stay safe let others safe from highly contagious coronavirus stay home stay safe practice social distancing say social gatherings follow lockdown guidelines pic twitter com vyseuh8x5o,,urg   follow   guidelin   issu   govern   stay   safe   other   safe   highli   contagi   coronaviru   stay   home   stay   safe   practic   social   distanc   social   gather   follow   lockdown   guidelin   twitter   vyseuhxo  
2860,,-1,,"sacha sauda urges everyone follow the directions given the government stay safe and let others safe from the highly contagious coronavirus stay home stay safe
practice social distancing
maintain hygiene",,sacha   sauda   urg   everyon   follow   direct   given   govern   stay   safe   let   other   safe   highli   contagi   coronaviru   stay   home   stay   safe   practic   social   distanc   maintain   hygien  
2861,,-1,,work from home day1 ✌️‍ @ ื่องสุ igshid w6nygg0zcsj2 …,,work   home   day   igshid   wnyggzcsj  
2862,,-1,,kaha gaye log kehte the “work from home and earn 30k weekly” pic twitter com 4yjqfvvp4f,,kaha   gay   keht   work   home   earn   k   weekli   twitter   yjqfvvpf  
2863,,-1,,day was better than day still more days ’ working from home hours day are busy which making lockdown time pass little better ,,better   still   day   work   home   hour   busi   make   lockdown   time   pa   littl   better  
2864,,-1,,give tuitions students home little help from side fight against covid  pic twitter com 3f1h9hsese,,give   tuition   student   home   littl   help   side   fight   covid   twitter   fhhsese  
2865,,-1,,right said but all contributing their part from home for our nation excellent gesture take care all doctors truck drivers grocery people pic twitter com trtp8ejsed,,right   said   contribut   part   home   nation   excel   gestur   take   care   doctor   truck   driver   groceri   peopl   twitter   trtpejs  
2866,,-1,,welcome rsgio24 work from home and earn unlimited rig24 welcomes you the new online earning platform hurry join now start your earnings join using referral link aspx spnid 6204921258 …,,wel   rsgio   work   home   earn   unlimit   rig   wel   onlin   earn   platform   hurri   join   start   earn   join   use   referr   link   aspx   spnid  
2867,,-1,,respected sir son studying bit meshra had called him home urgency after hearing the corona pandemic during this course could not bring his books clothes back from his hostel can get curfew pass for hrs tomorrow get his things back,,respect   son   studi   meshra   call   home   urgenc   hear   corona   pandem   cours   could   br   book   cloth   back   hostel   get   curfew   pa   hr   tomorrow   th   back  
2868,,-1,,learning number “three” from staying home the dialogue “nalayak hain meri aulad” valid for all that have ever done life ,,learn   number   three   stay   home   dialogu   nalayak   hain   meri   aulad   valid   ever   done   life  
2869,,-1,,and perhaps save office premises rent also encouraging work from home culture …,,perhap   save   offic   premis   rent   also   encourag   work   home   cultur  
2870,,-1,,let’ see what’sgoingon with unique live from home experience platforms will have some interesting guests for you every day …,,sgoon   uniqu   live   home   experi   platform   interest   guest   everi  
2871,,-1,,coming back home today from iran and before that completely ready get quarantine ,,e   back   home   today   iran   plet   readi   quarantin  
2872,,-1,,show story the next tweet this post about show from our gujarat tour nov dec 2019 are home now quarantine and suggesting the same all you stay safe folks pic twitter com 5pekpqdev7,,show   stori   next   tweet   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   pekpqdev  
2873,,-1,,show story the next tweet this post about show from our gujarat tour nov dec 2019 are home now quarantine and suggesting the same all you stay safe folks pic twitter com kww6aflkio,,show   stori   next   tweet   post   show   gujarat   tour   dec   home   quarantin   suggest   stay   safe   folk   twitter   kwwaflkio  
2874,,-1,,"they will like back home but thier own village also they will not welcomed only soln stay put place with all required facilities obey lockdown save ntn well own self from getting doomed
jai jai hind",,like   back   home   thier   villag   also   wel   soln   stay   place   requir   facil   obey   lockdown   save   well   self   get   doom   jai   hind  
2875,,-1,,adopt namaste permanently atleast day week compulsory work from home for all more housekeeping gadgets diy haircut buzz cut ride sharing will take hit love nature more ,,adopt   namast   perman   atleast   week   pulsori   work   home   housekeep   gadget   haircut   buzz   ride   share   take   love   natur  
2876,,-1,,sir can you please tell there any option for corona test which testing team could select sample from home directly without going any testing center ,,pleas   tell   option   corona   test   test   team   could   select   sampl   home   directli   without   go   test   center  
2877,,-1,,"days photos 
let soak some positive from the mother earth stay home  … igshid 1qkxi7sxujrdr …",,day   photo   soak   posit   mother   earth   stay   home   igshid   qkxisxujrdr  
2878,,-1,,local resident state come forward and pledged contribute ₹2001 from savings maharashtra relief fund small contribution strengthen home state the war against coronavirus jai hind jai maharashtra  ,,local   resid   state   e   forward   pledg   contribut   save   maharashtra   relief   fund   small   contribut   strengthen   home   state   war   coronaviru   hind   maharashtra  
2879,,-1,,really proud have part this wonderful family got the chance share work from home experience thanks everyone pic twitter com vncdrdpkbt,,realli   proud   part   wonder   famili   chanc   share   work   home   experi   thank   everyon   twitter   vncdrdpkbt  
2880,,-1,,fresh fried onions gujarat origin from shree dehydrates will restart our export unit soon country lockdown over stay home … igshid 3124iru1t2el …,,fresh   fri   onion   gujarat   origin   shree   dehydr   restart   export   unit   soon   countri   lockdown   stay   home   igshid   irutel  
2881,,-1,,dear sir all are with you these difficult times ’ staying home and following all possible protocols ensure safety from request fellow please  …,,dear   difficult   time   stay   home   follow   possibl   protocol   ensur   safeti   request   fellow   pleas  
2882,,-1,,period everyone jam comes from pic twitter com 6iz6i1whuj,,period   everyon   e   twitter   iziwhuj  
2883,,-1,,bit from end fight this pandemic also staying home and supporting thank you dear pic twitter com 5s2glwey7q,,fight   pandem   also   stay   home   support   thank   dear   twitter   sglweyq  
2884,,-1,,"let hear from yrs old child that why her father and dadu grand father not going work not
stay home stay safe pic twitter com vszkhr9cwg",,hear   old   child   father   dadu   grand   father   go   work   stay   home   stay   safe   twitter   vszkhrcwg  
2885,,-1,,work from home ☹️ pic twitter com 8yhbnezp4r,,work   home   twitter   yhbnezpr  
2886,,-1,,work from home pic twitter com vz0u4bzhq1,,work   home   twitter   vzubzhq  
2887,,-1,,please start question from public answer from professionals after each news like cnn make home stay your spectator thanks your style for corona coverage ,,pleas   start   question   public   answer   profession   news   like   make   home   stay   spectat   thank   style   corona   coverag  
2888,,-1,,quarantine life office says work from home home says work for home ”shhh would both” pic twitter com bke5jqc2eo,,quarantin   life   offic   say   work   home   home   say   work   home   shhh   would   twitter   bkejqceo  
2889,,-1,,guys watch shining start planet venus from your home right now now close moon enjoy your quarantine time watching the other planet from your home  pic twitter com brahdzda8j,,guy   watch   shine   start   planet   venu   home   right   close   moon   enjoy   quarantin   time   watch   planet   home   twitter   brahdzdaj  
2890,,-1,,this one small contribution from for sir can provide one app track all home quarantine peoples have sent video with all details but waiting for reply pic twitter com 6xdvsidojr – ivy estate,,small   contribut   sir   provid   app   track   home   quarantin   peopl   sent   video   detail   wait   repli   twitter   xdvsidojr   estat  
2891,,-1,,sir india mai lockdown chalte company band hogyi hai but company message hai work from home liye but problems rehte possible nahi hai but unka kehna hai nahi karoge salary deduct hogi apnsent mark hogi please sir help ,,india   lockdown   chalt   pani   band   hogyi   pani   messag   work   home   liy   problem   reht   possibl   nahi   unka   kehna   nahi   karog   salari   deduct   hogi   apnsent   mark   hogi   pleas   help  
2892,,-1,,will have more people continue working from home will have better work life balance will have more digital penetration will have more vegetarians will have more physical distancing not social distancing …,,peopl   continu   work   home   better   work   life   balanc   digit   penetr   vegetarian   physic   distanc   social   distanc  
2893,,-1,,modi government priorities are airlifting richie rich indians from italy etc many whom might carriers covid but lathi charging innocent daily wagers trying back home amid ,,modi   govern   prioriti   airlift   richi   rich   indian   itali   mani   might   carrier   covid   lathi   charg   innoc   daili   wager   tri   back   home   amid  
2894,,-1,,hello can you please clarify this recharged with 349 which includes 3gb per day and also reached with work from home pack 251 which includes 102 how you credit the data account 102gb 3gb per day ,,hello   pleas   clarifi   recharg   includ   gb   day   also   reach   work   home   pack   includ   credit   data   account   gb   gb   day  
2895,,-1,,"per the directive the govt india our school office shall remain closed from 2020 2020 precautionary measure against coronavirus stay home • stay safe
stop the spread covid19 pic twitter com l4qwh4ssbx",,direct   govt   india   school   offic   shall   remain   close   precautionari   measur   coronaviru   stay   home   stay   safe   stop   spread   covid   twitter   lqwhssbx  
2896,,-1,,work from home pic sent boss pic sent boss then deleted  feel bad for they did not get cover this news pic twitter com svyhbzgib1,,work   home   sent   bo   sent   bo   delet   feel   cover   news   twitter   svyhbzgib  
2897,,-1,,working from home how more productive and positive here’ our lockdown edition with ceo yoga expert aarushi   … ,,work   home   product   posit   lockdown   edit   yoga   expert   aarushi  
2898,,-1,,your speed very low edayarpalayam coimbatore and step back for work from home could you please check and act accordingly pic twitter com vbtoo3l7me,,speed   edayarpalayam   coimbator   step   back   work   home   could   pleas   check   act   accordli   twitter   vbtoolm  
2899,,-1,,one suggestion like issue guideline the mca other regulation work from home and deduct salary etc like way issue guideline registrar society with list precaution maintained during this pendemic and ask them submit online report ,,suggest   like   issu   guidelin   mca   regul   work   home   deduct   salari   like   issu   guidelin   registrar   societi   list   precaut   maintain   pendem   ask   submit   onlin   report  
2900,,-1,,after the pandemic there will ban the entire world eating certain animals and most the corporates and business will adopt startegy make sure that their employees can work from home ,,pandem   entir   world   eat   certain   anim   corpor   busi   adopt   startegi   make   sure   employe   work   home  
2901,,-1,,never have ever seen the ghazipur landfill 7kms and the wave building noida 9kms from home this clear coronavirus causes problems breathing air but making breathe good air the same time lord pic twitter com 3grlptwzwg,,never   ever   seen   ghazipur   landfil   km   wave   build   noida   km   home   clear   coronaviru   caus   problem   breath   make   breath   good   time   lord   twitter   grlptwzwg  
2902,,-1,,work from home trying get things done all the pending designs video editing much more was anxious about the lockdown first but then everything going just fine pic twitter com nezpty4uun – goa,,work   home   tri   th   done   pend   design   video   edit   much   anxiou   lockdown   first   everyth   go   fine   twitter   nezptyuun   goa  
2903,,-1,,surely husband railways was definitely donate his days salary also contribute from home also encourage family relatives friends  pic twitter com 4obledml8c,,sure   husband   railway   definit   donat   day   salari   also   contribut   home   also   encourag   famili   rel   friend   twitter   obledmlc  
2904,,-1,,"quick for everyone working from home this ✨‍
work healthy stay safe … igshid l0ed3i2wo17z …",,quick   everyon   work   home   work   healthi   stay   safe   igshid   lediwoz  
2905,,-1,,all are combat mode fighting against corona virus all have stay home for the sake the society can pray from homes for those who are the hospital fighting for their life and can appreciate those who are helping them pic twitter com lgpnkyyce9,,bat   mode   fight   corona   viru   stay   home   sake   societi   pray   home   hospit   fight   life   appreci   help   twitter   lgpnkyyc  
2906,,-1,,"quick for everyone working from home this ✨‍
work healthy stay safe … igshid jw4lv5exv9x5 …",,quick   everyon   work   home   work   healthi   stay   safe   igshid   jwlvexvx  
